genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000003925,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000003955,11,['12', '7', '2', '3', '2', '3', '1', '4', '1', '2', '0'],,,,,,,,,,
GCA_000070465,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000070605,5,['7', '6', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000072485,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000073005,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000083545,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000083565,8,['5', '5', '4', '6', '7', '5', '6', '0'],,,,,,,,,,,,,
GCA_000085225,4,['9', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000085865,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000089865,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000090405,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000090965,3,['3', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000091005,6,['9', '9', '12', '5', '1', '0'],,,,,,,,,,,,,,,
GCA_000091085,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000091125,21,['6', '3', '2', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000091165,6,['7', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000091305,8,['9', '4', '1', '1', '1', '2', '1', '0'],,,,,,,,,,,,,
GCA_000091325,4,['12', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000091345,8,['6', '1', '1', '1', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000091405,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000091465,7,['7', '5', '10', '8', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000091545,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000091565,4,['10', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000091645,5,['6', '3', '5', '1', '0'],,,,,,,,,,,,,,,,
GCA_000091725,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000091765,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000091785,10,['3', '2', '2', '3', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000091905,4,['10', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000091985,4,['12', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092025,6,['9', '5', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000092045,4,['7', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000092105,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092125,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092165,4,['9', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000092205,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092225,4,['4', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000092245,5,['6', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000092265,4,['11', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000092285,10,['5', '3', '2', '3', '5', '3', '3', '2', '2', '0'],,,,,,,,,,,
GCA_000092325,6,['10', '5', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000092345,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092365,8,['10', '7', '5', '3', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000092385,4,['10', '4', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000092405,7,['9', '4', '7', '6', '8', '3', '0'],,,,,,,,,,,,,,
GCA_000092425,6,['7', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000092445,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092485,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000092505,8,['7', '2', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000092525,6,['7', '9', '10', '7', '1', '0'],,,,,,,,,,,,,,,
GCA_000092545,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000092565,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092585,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000092605,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000092625,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000092645,10,['6', '2', '1', '1', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000092665,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000092685,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000092705,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000092725,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000092745,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092765,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000092785,5,['12', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000092805,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000092825,6,['7', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000092845,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000092865,8,['5', '1', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000092885,4,['14', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000092905,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000092925,6,['11', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000092945,6,['11', '9', '7', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000092965,5,['4', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000092985,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000093005,1,['0'],,,,,,,,,,,,,,,,,,,,
GCA_000093025,5,['9', '5', '5', '3', '0'],,,,,,,,,,,,,,,,
GCA_000093065,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000093085,8,['11', '9', '6', '12', '9', '3', '1', '0'],,,,,,,,,,,,,
GCA_000093125,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000093145,4,['8', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000093165,4,['2', '1', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000093185,5,['3', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000143085,5,['8', '4', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000143145,4,['9', '7', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000143165,6,['10', '5', '4', '3', '5', '0'],,,,,,,,,,,,,,,
GCA_000143205,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000143225,4,['10', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000143435,5,['4', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000143605,7,['8', '2', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000143685,5,['4', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000143705,4,['15', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000143725,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000143825,5,['7', '6', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000143845,4,['6', '2', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000143865,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000143885,5,['11', '6', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000143945,4,['6', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000143965,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000143985,4,['20', '9', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000144405,5,['10', '6', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000144605,4,['11', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000144625,4,['14', '7', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000144645,3,['14', '7', '0'],,,,,,,,,,,,,,,,,,
GCA_000144675,4,['15', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000144695,5,['10', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000144935,4,['12', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000144955,5,['4', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000145035,4,['9', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000145215,6,['4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000145235,10,['6', '1', '2', '3', '2', '1', '3', '1', '1', '0'],,,,,,,,,,,
GCA_000145255,7,['5', '6', '5', '3', '4', '2', '0'],,,,,,,,,,,,,,
GCA_000145275,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000145595,4,['7', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000145615,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000145705,4,['12', '4', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000146025,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000146065,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000146165,9,['7', '5', '6', '9', '4', '3', '1', '1', '0'],,,,,,,,,,,,
GCA_000146185,2,['8', '0'],,,,,,,,,,,,,,,,,,,
GCA_000146265,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000146305,4,['7', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000146505,9,['6', '9', '7', '10', '14', '3', '2', '1', '0'],,,,,,,,,,,,
GCA_000146565,4,['11', '10', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000146875,4,['19', '8', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000146975,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000147015,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000147035,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000147055,7,['4', '3', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000147075,5,['7', '8', '5', '6', '0'],,,,,,,,,,,,,,,,
GCA_000147095,3,['11', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000147335,5,['9', '6', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000147355,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000147695,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000147715,6,['7', '5', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000147735,16,['4', '4', '4', '5', '5', '5', '4', '3', '3', '4', '1', '1', '2', '2', '1', '0'],,,,,
GCA_000147775,4,['12', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000147795,4,['12', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000147815,10,['9', '4', '4', '6', '2', '3', '3', '2', '1', '0'],,,,,,,,,,,
GCA_000147835,7,['5', '3', '5', '6', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000147855,5,['11', '11', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000148365,6,['10', '11', '12', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000148405,4,['15', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000148425,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000148605,5,['13', '12', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000148625,21,['8', '5', '2', '4', '1', '2', '2', '2', '1', '1', '2', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3']
GCA_000148645,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000148665,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000148685,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000148705,4,['5', '6', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000148745,6,['6', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000148815,6,['7', '8', '5', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000148855,3,['8', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000148875,5,['5', '5', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000148895,5,['7', '6', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000148915,7,['7', '4', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000148935,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000152065,4,['15', '7', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000152165,12,['5', '6', '4', '3', '4', '5', '5', '6', '4', '4', '1', '0'],,,,,,,,,
GCA_000152245,7,['14', '12', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000152825,5,['6', '2', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000152925,5,['11', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000152945,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000153125,7,['7', '4', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000153165,6,['9', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000153405,10,['8', '5', '3', '3', '3', '1', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000153485,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000153625,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000153685,4,['13', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000154585,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000154605,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000154705,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000154745,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000154765,4,['9', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000154785,5,['7', '3', '2', '3', '0'],,,,,,,,,,,,,,,,
GCA_000155125,5,['8', '11', '8', '2', '0'],,,,,,,,,,,,,,,,
GCA_000155515,8,['10', '5', '4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000155675,7,['8', '5', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000155735,6,['6', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000156855,5,['6', '6', '5', '2', '0'],,,,,,,,,,,,,,,,
GCA_000157355,6,['10', '12', '9', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000157895,5,['11', '1', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000158275,6,['4', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000159155,6,['10', '6', '5', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000159335,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000159455,7,['5', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000159535,5,['3', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000159695,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000160195,5,['4', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000160335,6,['3', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000160775,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000160895,4,['5', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000160915,6,['5', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000160935,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000160955,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000160975,7,['6', '4', '3', '2', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000160995,6,['8', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000161015,5,['8', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161035,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000161055,4,['9', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000161075,5,['5', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161095,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161115,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000161135,6,['4', '3', '3', '4', '3', '0'],,,,,,,,,,,,,,,
GCA_000161155,6,['7', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000161175,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000161195,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000161215,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000161235,5,['12', '9', '6', '3', '0'],,,,,,,,,,,,,,,,
GCA_000161255,6,['6', '3', '4', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000161275,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000161295,8,['5', '4', '3', '2', '1', '2', '1', '0'],,,,,,,,,,,,,
GCA_000161315,9,['6', '2', '1', '3', '2', '1', '3', '1', '0'],,,,,,,,,,,,
GCA_000161335,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000161355,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000161375,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161395,5,['11', '6', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000161415,5,['3', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161435,5,['7', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161455,5,['7', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161475,7,['6', '4', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000161495,6,['5', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000161515,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000161535,6,['8', '1', '1', '1', '2', '0'],,,,,,,,,,,,,,,
GCA_000161555,4,['6', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000161575,7,['9', '1', '1', '1', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000161595,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000161615,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000161635,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000161655,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000161675,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000161695,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000161715,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161735,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000161795,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000162235,7,['6', '2', '2', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000163055,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000163615,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000163895,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000163915,5,['6', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000163975,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000163995,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000164155,6,['9', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000164395,5,['6', '3', '2', '3', '0'],,,,,,,,,,,,,,,,
GCA_000164675,5,['9', '7', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000164695,15,['10', '5', '3', '4', '1', '1', '1', '1', '1', '3', '4', '3', '1', '1', '0'],,,,,,
GCA_000164865,7,['8', '3', '2', '3', '3', '3', '0'],,,,,,,,,,,,,,
GCA_000164885,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000164905,6,['8', '5', '10', '6', '1', '0'],,,,,,,,,,,,,,,
GCA_000164965,5,['7', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000164985,4,['13', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000165465,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000165485,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000165505,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000165525,7,['6', '5', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000165575,8,['6', '2', '1', '2', '6', '4', '1', '0'],,,,,,,,,,,,,
GCA_000165595,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000165715,5,['12', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000165775,7,['9', '6', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000165815,5,['12', '4', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000165835,6,['13', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000165905,7,['10', '6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000165925,7,['8', '8', '6', '3', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000166055,5,['8', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000166075,11,['9', '3', '2', '1', '1', '3', '7', '4', '4', '1', '0'],,,,,,,,,,
GCA_000166115,4,['8', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000166135,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000166275,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166295,4,['11', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166315,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166335,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000166355,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000166395,4,['9', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166415,6,['6', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000166455,10,['8', '5', '3', '4', '2', '8', '14', '5', '1', '0'],,,,,,,,,,,
GCA_000166515,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166635,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000166655,8,['4', '2', '1', '1', '2', '1', '2', '0'],,,,,,,,,,,,,
GCA_000166695,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166775,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166935,9,['7', '3', '2', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000168315,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000168355,6,['7', '4', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000168575,5,['8', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000168595,6,['10', '4', '2', '1', '2', '0'],,,,,,,,,,,,,,,
GCA_000168635,7,['10', '5', '3', '1', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000168695,5,['11', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000168775,1,['0'],,,,,,,,,,,,,,,,,,,,
GCA_000169195,7,['5', '2', '1', '2', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000169215,6,['13', '5', '4', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000170955,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000171795,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000172575,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000172635,17,['8', '3', '3', '2', '3', '2', '5', '4', '9', '5', '3', '1', '2', '3', '2', '1', '0'],,,,
GCA_000174395,5,['11', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000174795,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000175095,6,['11', '4', '3', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000175115,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000175215,3,['12', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000175255,4,['10', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000175295,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000175575,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000175935,3,['7', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000176035,4,['10', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000176115,4,['6', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000176835,7,['9', '8', '4', '3', '4', '1', '0'],,,,,,,,,,,,,,
GCA_000176855,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000176915,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000176935,7,['10', '3', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000177195,10,['7', '2', '1', '2', '8', '3', '2', '1', '1', '0'],,,,,,,,,,,
GCA_000177235,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000177255,6,['5', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000177535,6,['12', '8', '7', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000177615,5,['10', '4', '2', '3', '0'],,,,,,,,,,,,,,,,
GCA_000177635,3,['9', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000177655,4,['5', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000178115,5,['10', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000178395,10,['8', '5', '2', '3', '6', '5', '4', '3', '1', '0'],,,,,,,,,,,
GCA_000178835,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000178875,8,['7', '4', '2', '6', '10', '3', '1', '0'],,,,,,,,,,,,,
GCA_000178935,8,['3', '1', '1', '1', '3', '3', '1', '0'],,,,,,,,,,,,,
GCA_000178955,4,['13', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000178975,4,['13', '1', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000179015,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000179035,6,['5', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000179395,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000179635,6,['13', '13', '5', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000179915,6,['15', '5', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000180175,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000180515,3,['11', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000182585,6,['11', '2', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000182745,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000182835,7,['13', '11', '5', '1', '1', '2', '0'],,,,,,,,,,,,,,
