genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,10,['9', '9', '6', '3', '1', '2', '1', '3', '2', '0'],,,,,,,,,,,
GCA_001558495,4,['4', '1', '3', '0'],,,,,,,,,,,,,,,,,
GCA_001558515,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001558775,4,['8', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001558795,6,['9', '3', '5', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_001558815,5,['8', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001558855,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001558875,10,['5', '3', '3', '4', '6', '8', '5', '1', '1', '0'],,,,,,,,,,,
GCA_001558895,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001558915,9,['10', '2', '1', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_001558975,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001559015,6,['4', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001559035,9,['7', '4', '3', '1', '2', '3', '2', '2', '0'],,,,,,,,,,,,
GCA_001559055,4,['11', '10', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001559075,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001559115,5,['10', '7', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_001559135,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001559175,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001559195,7,['13', '4', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001559235,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001559255,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001559615,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001559635,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001559655,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001559675,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_001560895,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001561955,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001561975,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001562115,6,['4', '3', '4', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_001562125,12,['5', '4', '3', '1', '1', '1', '1', '2', '2', '3', '1', '0'],,,,,,,,,
GCA_001562155,12,['5', '4', '3', '1', '1', '1', '1', '2', '2', '3', '1', '0'],,,,,,,,,
GCA_001562195,8,['5', '5', '4', '3', '4', '3', '2', '0'],,,,,,,,,,,,,
GCA_001562215,5,['7', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001562235,4,['3', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001562255,3,['9', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_001562295,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001562315,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001563225,4,['12', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001563285,4,['5', '2', '3', '0'],,,,,,,,,,,,,,,,,
GCA_001563565,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001563715,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001564435,3,['6', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_001564455,5,['5', '4', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_001565875,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001566335,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001566635,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001566655,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001566675,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001571545,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_001572685,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001572725,6,['7', '11', '12', '5', '1', '0'],,,,,,,,,,,,,,,
GCA_001572765,21,['14', '25', '25', '14', '25', '25', '14', '25', '25', '14', '25', '25', '14', '25', '25', '14', '25', '25', '14', '25', '25']
GCA_001573065,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001573085,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001573105,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001573125,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001576255,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001576275,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001576595,10,['8', '6', '4', '3', '3', '2', '2', '1', '1', '0'],,,,,,,,,,,
GCA_001577265,6,['8', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001577285,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001577305,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001577325,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001577385,6,['10', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001577505,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001577525,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001577755,5,['4', '8', '11', '3', '0'],,,,,,,,,,,,,,,,
GCA_001577795,6,['6', '3', '4', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_001578105,5,['4', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001578125,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_001578145,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001578165,7,['4', '4', '7', '9', '7', '5', '0'],,,,,,,,,,,,,,
GCA_001578185,6,['14', '10', '3', '1', '2', '0'],,,,,,,,,,,,,,,
GCA_001578205,8,['7', '8', '12', '6', '3', '1', '1', '0'],,,,,,,,,,,,,
GCA_001578435,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001578515,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001579765,5,['11', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001579785,7,['9', '3', '1', '1', '1', '2', '0'],,,,,,,,,,,,,,
GCA_001579825,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001579865,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_001579885,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001579905,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001579925,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_001579945,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001580175,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_001580385,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001580455,4,['8', '7', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001580495,9,['10', '6', '3', '1', '1', '1', '3', '2', '0'],,,,,,,,,,,,
GCA_001580515,6,['7', '5', '5', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001581875,6,['10', '8', '5', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001581895,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001581975,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001582075,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001583435,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001584165,5,['8', '11', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_001584205,3,['10', '12', '3'],,,,,,,,,,,,,,,,,,
GCA_001584745,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001584765,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001586105,12,['4', '1', '2', '1', '2', '6', '3', '7', '11', '6', '2', '0'],,,,,,,,,
GCA_001586155,5,['12', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_001586165,21,['6', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_001586195,5,['8', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001586215,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001586235,6,['6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001586255,6,['9', '8', '7', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001586275,7,['9', '5', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,
GCA_001587015,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001587035,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001587055,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001587115,14,['8', '5', '3', '2', '5', '5', '3', '5', '4', '1', '1', '2', '1', '0'],,,,,,,
GCA_001587155,3,['7', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001587175,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001590605,6,['7', '3', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001590615,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001590645,4,['9', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001590655,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001590685,6,['6', '12', '14', '5', '1', '0'],,,,,,,,,,,,,,,
GCA_001590695,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001592385,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001592395,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001592425,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001592705,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001593225,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001593245,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001593285,8,['6', '4', '8', '6', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_001593305,8,['5', '3', '4', '6', '4', '2', '1', '0'],,,,,,,,,,,,,
GCA_001593395,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001593605,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001593785,17,['5', '4', '2', '1', '1', '2', '4', '7', '7', '5', '6', '4', '3', '2', '1', '1', '0'],,,,
GCA_001594165,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001594265,6,['4', '8', '5', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_001594345,7,['9', '5', '5', '12', '6', '4', '0'],,,,,,,,,,,,,,
GCA_001595725,6,['13', '8', '6', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_001596055,6,['10', '9', '9', '9', '3', '0'],,,,,,,,,,,,,,,
GCA_001596095,21,['5', '3', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_001596115,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001596175,7,['10', '7', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001596535,9,['5', '2', '2', '3', '9', '10', '6', '2', '0'],,,,,,,,,,,,
GCA_001596755,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001596775,7,['12', '8', '7', '5', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001598635,9,['8', '4', '3', '7', '8', '7', '2', '1', '0'],,,,,,,,,,,,
GCA_001602115,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001602175,6,['10', '7', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001602195,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001602215,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_001602415,5,['12', '2', '2', '4', '0'],,,,,,,,,,,,,,,,
GCA_001602435,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001602455,7,['9', '5', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001605015,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001605035,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605055,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605075,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001605115,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605135,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001605175,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605195,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605215,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605235,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001605255,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605295,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001605345,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605365,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605385,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605405,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605425,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605445,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605465,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605505,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605525,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605545,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605565,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605605,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605625,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605665,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605685,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001605705,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001606005,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001606025,4,['8', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001606195,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001606215,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001606275,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001606315,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_001610635,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001610655,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_001610735,9,['5', '1', '2', '1', '1', '1', '2', '1', '0'],,,,,,,,,,,,
GCA_001610775,6,['10', '1', '1', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_001610875,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001610935,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001610975,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001610995,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001611075,5,['7', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001611115,5,['8', '4', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_001611135,4,['7', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001611155,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001611275,6,['11', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001611325,4,['11', '9', '3', '0'],,,,,,,,,,,,,,,,,
GCA_001611345,5,['11', '8', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_001611365,6,['10', '6', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001611385,6,['10', '6', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001611405,6,['10', '8', '5', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001611425,6,['10', '8', '5', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001611775,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001611865,6,['6', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_001611895,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001611935,8,['7', '2', '2', '2', '1', '2', '1', '0'],,,,,,,,,,,,,
GCA_001611955,5,['6', '7', '5', '4', '0'],,,,,,,,,,,,,,,,
GCA_001611975,4,['10', '8', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001612475,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_001612555,8,['6', '2', '4', '10', '11', '7', '2', '0'],,,,,,,,,,,,,
GCA_001612705,7,['10', '5', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001617525,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001617545,15,['4', '2', '2', '1', '3', '2', '2', '7', '9', '6', '3', '2', '2', '1', '0'],,,,,,
GCA_001617605,7,['10', '4', '3', '1', '1', '2', '0'],,,,,,,,,,,,,,
GCA_001618305,8,['9', '5', '4', '3', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_001618465,7,['10', '7', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001618485,6,['8', '12', '8', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001618545,7,['10', '7', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001618585,4,['10', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001618665,9,['12', '13', '5', '2', '1', '1', '1', '2', '0'],,,,,,,,,,,,
GCA_001618685,6,['2', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001618845,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001618885,4,['12', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001618905,6,['2', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001618925,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001620005,3,['4', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001620135,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001620225,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001620285,4,['3', '1', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001623525,4,['11', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001623545,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_001623585,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623625,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623665,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623685,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623705,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623725,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623745,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623765,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623775,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623805,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001623845,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001628695,5,['6', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001628715,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001628755,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001628815,7,['17', '5', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001629755,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001629775,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001632305,3,['2', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001633145,5,['8', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001634265,13,['9', '8', '5', '6', '2', '3', '3', '1', '1', '1', '1', '1', '0'],,,,,,,,
GCA_001634285,5,['9', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001635875,7,['9', '6', '9', '9', '6', '1', '0'],,,,,,,,,,,,,,
GCA_001635895,5,['3', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001635935,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001635975,4,['2', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001635995,9,['14', '11', '8', '3', '3', '3', '3', '1', '0'],,,,,,,,,,,,
GCA_001636015,5,['6', '3', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_001636255,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_001636295,7,['6', '3', '2', '1', '3', '1', '0'],,,,,,,,,,,,,,
GCA_001636925,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001638825,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_001638845,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001638925,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_001639125,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001640765,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_001640885,5,['9', '5', '6', '3', '0'],,,,,,,,,,,,,,,,
GCA_001640905,11,['8', '3', '4', '2', '2', '2', '2', '2', '1', '2', '0'],,,,,,,,,,
GCA_001640945,4,['1', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001640985,12,['5', '2', '3', '3', '2', '5', '8', '9', '6', '1', '1', '0'],,,,,,,,,
GCA_001641005,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001641025,6,['9', '8', '4', '5', '3', '0'],,,,,,,,,,,,,,,
GCA_001641045,7,['10', '7', '4', '3', '2', '1', '0'],,,,,,,,,,,,,,
GCA_001641185,3,['11', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001641305,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001642085,5,['12', '10', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_001642935,11,['10', '9', '4', '3', '2', '2', '3', '2', '1', '1', '0'],,,,,,,,,,
GCA_001643015,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001643035,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001643775,5,['11', '8', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001643955,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001643995,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001644565,3,['5', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001644625,7,['11', '10', '6', '4', '3', '3', '0'],,,,,,,,,,,,,,
GCA_001644645,6,['4', '2', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001646605,3,['7', '6', '0'],,,,,,,,,,,,,,,,,,
GCA_001647655,6,['5', '5', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001647675,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001647695,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001647735,6,['5', '5', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001647765,6,['6', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_001647795,6,['5', '5', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001647835,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001647855,5,['5', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001647875,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001647895,6,['4', '4', '3', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_001647915,7,['4', '4', '3', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_001648115,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001648195,4,['12', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001652465,5,['6', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001652505,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001652525,8,['12', '11', '4', '3', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_001652645,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001652665,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001652685,6,['5', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001653335,7,['4', '3', '2', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_001653355,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001653375,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001653395,21,['7', '4', '3', '3', '1', '2', '1', '1', '2', '1', '1', '2', '1', '1', '2', '1', '1', '2', '1', '1', '2']
GCA_001653415,6,['5', '2', '2', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_001653435,7,['6', '3', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001653475,5,['6', '4', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_001653755,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001653955,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001655175,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001655235,7,['4', '3', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001655275,7,['4', '3', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001655295,3,['11', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001655315,7,['5', '3', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001655335,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001655355,7,['4', '3', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001655375,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001655395,7,['4', '3', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001655415,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001655435,7,['4', '3', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001655455,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001655475,7,['4', '3', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001655495,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001655515,7,['4', '3', '2', '3', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001655535,3,['2', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001655555,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001655575,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001656045,6,['10', '8', '3', '1', '1', '0'],,,,,,,,,,,,,,,
